#	I [A]
1	3.6298161169590037
2	3.5789382558656047
3	3.250900736185829
4	3.7272022010583656
5	3.8574246820486584
6	3.581951189321555
7	3.264251481252246
8	3.5785865269515003
9	3.380365465497968
10	3.6533271201886164
11	4.210344511706111
12	3.430510964124159
13	3.2254747316535144
14	3.363129157678663
15	3.8435002126492313
16	3.2698262226933927
17	3.8592437290955885
18	3.4731011956803277
19	3.31874991492779
20	3.7602601036807295
21	4.544107958596642
22	3.6944522904005774
23	3.7332702886558047
24	3.9963048460495765
25	3.28216199201858
