#	B [mT]
1	14.957370607892798
2	15.295209098326566
3	15.902019517362374
4	18.169018014666833
5	16.74366357360681
6	16.297976112104465
7	16.70701502636094
8	15.485433396221632
9	16.44513135039883
10	16.446145377814137
11	16.563119015812624
12	15.756717774034398
13	16.074569066381773
14	14.767904728596257
15	15.333150640559488
16	16.236447139289446
17	16.11342209817943
18	16.386371084759126
19	15.430812797971242
20	14.978079996951527
21	17.844540449855728
22	15.713220766579019
23	15.788132767981539
24	17.409696988429875
25	16.969030747477653
26	15.374564310114419
27	14.834289115551826
28	15.301931378954437
29	16.071310442979343
30	14.788003374687952
31	16.87217054325801
32	14.745868178405326
33	14.983390533205284
