#	F [Hz]
1	346.20754185915126
2	345.8727447936947
3	344.5330947332286
4	343.639446850773
5	342.6871156698678
6	345.00743539491623
7	344.4580762220106
8	344.06970603317507
9	342.8109879889638
10	343.33309137532353
11	343.73935574011523
12	346.8005072176589
13	344.9432263453662
14	346.153315664592
15	344.3001485101115
16	345.15676463598254
17	343.4784078534779
18	344.41257268267805
19	347.99461699338667
20	344.59910022993137
21	346.1137023480207
22	343.25890011817216
23	345.75315502825504
24	345.72094171038594
25	347.4867399574767
26	343.10324965254915
27	348.38652812737394
28	343.797277827494
29	347.41398109019184
30	342.53619982848284
31	343.6105729288746
32	350.1796656929053
33	342.3502461874178
34	348.0513401961633
35	343.9757993893631
