#	d [mm]
1	0.20578987067750698
2	0.2355771593475302
3	0.2288793890287885
4	0.22582435951634972
5	0.2402107409882629
6	0.1644411879399727
7	0.14841061228622668
8	0.24369967417230673
9	0.2653605897462816
10	0.21870906011031868
11	0.19118571553932012
12	0.15654490584782935
13	0.16727060919034037
14	0.24339419514301217
15	0.1812613184055918
16	0.18517078135190138
17	0.26681822134123634
18	0.20140909228176906
19	0.1765471630042646
20	0.21472329573579813
21	0.2041242384124324
22	0.21694952634398906
23	0.10187644893045511
24	0.20013699268951257
25	0.22681187018405566
26	0.17796072978451033
27	0.22390021715163763
28	0.14338856773177985
29	0.17380605988167758
30	0.20394745844437
31	0.28629728870799886
32	0.15770267196207488
33	0.292694453739338
34	0.26861871358210215
35	0.16712338282370415
36	0.20716078194284127
37	0.1904851684447338
38	0.20388363605354246
39	0.11076751244565289
40	0.24737093316446754
41	0.17136247278896224
42	0.2348004307566251
43	0.1610310082539796
44	0.15487566287990295
45	0.23910021062253578
46	0.16190656571060597
47	0.1890610763282042
48	0.2365071807309984
